,Name,URL,Functional_Group,Popularity %,Short_Code,Duplicate,Duplicate Notes,Verified,Has_Calcification_Rates
1585,Oulophyllia spp._bleached,https://coralnet.ucsd.edu/label/5465/,Hard coral,0,OULSP_BL,False,,False,False
1586,Out-planted colony,https://coralnet.ucsd.edu/label/4203/,Hard coral,54,Planted,False,,False,False
1587,Oxypora,https://coralnet.ucsd.edu/label/193/,Hard coral,71,Oxyp,False,,False,False
1588,Oxypora echinata,https://coralnet.ucsd.edu/label/6486/,Hard coral,20,Oxyechinat,False,,False,False
1589,Oxypora_encrusting,https://coralnet.ucsd.edu/label/5075/,Hard coral,29,oxyenc,False,,False,False
1590,Oxypora_foliose,https://coralnet.ucsd.edu/label/5076/,Hard coral,30,oxyfol,False,,False,False
1591,Oxypora lacera,https://coralnet.ucsd.edu/label/6487/,Hard coral,18,Oxylacera,False,,False,False
1592,Oxypora_laminar,https://coralnet.ucsd.edu/label/6970/,Hard coral,0,Oxy_la,False,,False,False
1593,Oxypora_massive,https://coralnet.ucsd.edu/label/5077/,Hard coral,0,oxymas,False,,False,False
1594,Pachyseris,https://coralnet.ucsd.edu/label/71/,Hard coral,77,Pachyseris,False,,True,True
1595,Pachyseris_encrusting,https://coralnet.ucsd.edu/label/5078/,Hard coral,48,pacenc,False,,False,False
1596,Pachyseris_foliose,https://coralnet.ucsd.edu/label/5079/,Hard coral,38,pacfol,False,,False,False
1597,Pachyseris gemmae,https://coralnet.ucsd.edu/label/6385/,Hard coral,18,gemmae,False,,False,False
1598,Pachyseris_laminar,https://coralnet.ucsd.edu/label/6971/,Hard coral,13,Pach_la,False,,False,False
1599,Pachyseris plating,https://coralnet.ucsd.edu/label/2882/,Hard coral,50,PAC-PLA,False,,False,False
1600,Pachyseris rugosa,https://coralnet.ucsd.edu/label/6386/,Hard coral,18,rugosa,False,,False,False
1601,Pachyseris speciosa,https://coralnet.ucsd.edu/label/4504/,Hard coral,43,PACsp,False,,False,False
1602,Pachyseris spp.,https://coralnet.ucsd.edu/label/1945/,Hard coral,9,Pac_spp,True,Duplicate of Pachyseris,False,False
1603,Palauastrea ramosa,https://coralnet.ucsd.edu/label/7255/,Hard coral,0,PALRAM,False,,False,False
1604,Paled massive/submassive,https://coralnet.ucsd.edu/label/4569/,Hard coral,52,P_lobe,False,,False,False
1605,Pale foliose,https://coralnet.ucsd.edu/label/4590/,Hard coral,54,pale_fol,False,,False,False
1606,Pale Other Acropora,https://coralnet.ucsd.edu/label/4620/,Hard coral,56,POAcro,False,,False,False
1607,Palythoa sp,https://coralnet.ucsd.edu/label/419/,Hard coral,65,Paly,False,,False,False
1608,Paracyathus,https://coralnet.ucsd.edu/label/3225/,Hard coral,0,Paracya,False,,True,False
1609,Paracyathus pulchellus_Phyllangia americana,https://coralnet.ucsd.edu/label/472/,Hard coral,56,CUP,False,,False,False
1610,Paracyathus stokesi,https://coralnet.ucsd.edu/label/1582/,Hard coral,0,PaSto,False,,False,False
1611,Paragoniastrea,https://coralnet.ucsd.edu/label/5381/,Hard coral,51,paa,False,,False,False
1612,Paragoniastrea australensis,https://coralnet.ucsd.edu/label/3516/,Hard coral,58,Para_austr,False,,False,False
1613,Paragoniastrea australIensis,https://coralnet.ucsd.edu/label/6543/,Hard coral,18,Paraustral,False,,False,False
1614,Paragoniastrea deformis,https://coralnet.ucsd.edu/label/6544/,Hard coral,18,Pardeformi,False,,False,False
1615,Paragoniastrea_encrusting,https://coralnet.ucsd.edu/label/5494/,Hard coral,25,parenc,False,,False,False
1616,Paragoniastrea_massive,https://coralnet.ucsd.edu/label/5821/,Hard coral,17,pagmas,False,,False,False
1617,Paragoniastrea russelli,https://coralnet.ucsd.edu/label/1951/,Hard coral,54,ParagRus,False,,True,False
1618,Paragoniastrea_submassive,https://coralnet.ucsd.edu/label/6972/,Hard coral,7,Para_sub,False,,False,False
1619,Paramontastraea,https://coralnet.ucsd.edu/label/5382/,Hard coral,46,par,False,,False,False
1620,Paramontastraea peresi,https://coralnet.ucsd.edu/label/2157/,Hard coral,58,ParamPer,False,,True,False
1621,Paramontastraea salebrosa,https://coralnet.ucsd.edu/label/3971/,Hard coral,34,PSal,False,,False,False
1622,Paramontastrea,https://coralnet.ucsd.edu/label/5946/,Hard coral,0,Paramont,False,,False,False
1623,Paramontastrea salebrosa,https://coralnet.ucsd.edu/label/6545/,Hard coral,18,Parsalebro,False,,False,False
1624,Partial Bleaching,https://coralnet.ucsd.edu/label/4550/,Hard coral,0,PBle,False,,False,False
1625,Partial Bleaching Branching,https://coralnet.ucsd.edu/label/4565/,Hard coral,52,PBB,False,,False,False
1626,Partial Bleaching Encrusting,https://coralnet.ucsd.edu/label/4559/,Hard coral,55,PBE,False,,False,False
1627,Partial Bleaching Massive,https://coralnet.ucsd.edu/label/4564/,Hard coral,54,PBM,False,,False,False
1628,Partial Bleaching Other Corals,https://coralnet.ucsd.edu/label/4562/,Hard coral,58,PBlOC,False,,False,False
1629,Partially Bleached Agaricia agricites,https://coralnet.ucsd.edu/label/5404/,Hard coral,43,PBAA,False,,False,False
1630,Partially bleached Branching,https://coralnet.ucsd.edu/label/4556/,Hard coral,0,PBlB,False,,False,False
1631,Partially Bleached Coral,https://coralnet.ucsd.edu/label/4473/,Hard coral,26,ParBl,False,,False,False
1632,Partially Bleached Diploria labyrinthiformis,https://coralnet.ucsd.edu/label/5410/,Hard coral,36,PBDL,False,,False,False
1633,Partially bleached massive,https://coralnet.ucsd.edu/label/4553/,Hard coral,0,PBlM,False,,False,False
1634,Partially Bleached Orbicella Annularis,https://coralnet.ucsd.edu/label/5406/,Hard coral,51,PBOA,False,,False,False
1635,Partially Bleached Orbicella faveolata,https://coralnet.ucsd.edu/label/5408/,Hard coral,51,PBOF,False,,False,False
1636,Partially Dead Coral,https://coralnet.ucsd.edu/label/6022/,Hard coral,32,PDC,False,,False,False
1637,Partially Live Coral,https://coralnet.ucsd.edu/label/6021/,Hard coral,24,PLC,False,,False,False
1638,Pastreoides,https://coralnet.ucsd.edu/label/393/,Hard coral,64,PASTR,True,Duplicate of Porites astreoides,False,False
1639,Pavona,https://coralnet.ucsd.edu/label/72/,Hard coral,82,Pavona,False,,True,False
1640,Pavona cactus,https://coralnet.ucsd.edu/label/1946/,Hard coral,57,PavCac,False,,True,False
1641,Pavona chiriquiensis,https://coralnet.ucsd.edu/label/6222/,Hard coral,43,PavChi,False,,False,False
1642,Pavona clavus,https://coralnet.ucsd.edu/label/3322/,Hard coral,44,PavClav,False,,True,False
1643,Pavona (columnar),https://coralnet.ucsd.edu/label/3292/,Hard coral,56,Pav_col,False,,True,False
1644,Pavona_columnar,https://coralnet.ucsd.edu/label/5080/,Hard coral,24,pavcol,False,,False,False
1645,Pavona danai,https://coralnet.ucsd.edu/label/6382/,Hard coral,18,Pav.d,False,,False,False
1646,Pavona decussata,https://coralnet.ucsd.edu/label/1579/,Hard coral,67,PavDec,False,,True,False
1647,Pavona decussata_divaricata_frondifera,https://coralnet.ucsd.edu/label/1947/,Hard coral,59,Pav_d_d_f,False,,False,False
1648,Pavona_digitate,https://coralnet.ucsd.edu/label/6973/,Hard coral,0,Pav_di,False,,False,False
1649,Pavona duerdeni,https://coralnet.ucsd.edu/label/441/,Hard coral,74,PavDue,False,,True,False
1650,Pavona encrusting,https://coralnet.ucsd.edu/label/4819/,Hard coral,57,Pav-encr,False,,False,False
1651,Pavona_encrusting,https://coralnet.ucsd.edu/label/5081/,Hard coral,50,pavenc,False,,False,False
1652,Pavona explanulata,https://coralnet.ucsd.edu/label/1578/,Hard coral,43,PavExp,False,,True,False
1653,Pavona_foliose,https://coralnet.ucsd.edu/label/5082/,Hard coral,42,pavfol,False,,False,False
1654,Pavona frondifera,https://coralnet.ucsd.edu/label/6383/,Hard coral,18,frondifera,False,,False,False
1655,Pavona_laminar,https://coralnet.ucsd.edu/label/6974/,Hard coral,0,Pav_la,False,,False,False
1656,Pavona maldivensis,https://coralnet.ucsd.edu/label/1860/,Hard coral,62,PavMal,False,,True,False
1657,Pavona maldivensis bleached,https://coralnet.ucsd.edu/label/4522/,Hard coral,15,PMAL_BL,False,,False,False
1658,Pavona_massive,https://coralnet.ucsd.edu/label/5083/,Hard coral,36,pavmas,False,,False,False
1659,Pavona massive/encrusting,https://coralnet.ucsd.edu/label/2892/,Hard coral,53,PAV-ME,False,,False,False
1660,Pavona minuta,https://coralnet.ucsd.edu/label/6384/,Hard coral,18,Pav.m,False,,False,False
1661,Pavona spp. massive,https://coralnet.ucsd.edu/label/5464/,Hard coral,0,PAVMA,False,,False,False
1662,Pavona spp. massive_bleached,https://coralnet.ucsd.edu/label/5442/,Hard coral,30,PAMA_BL,False,,False,False
1663,Pavona spp. other_bleached,https://coralnet.ucsd.edu/label/5443/,Hard coral,40,PASP_BL,False,,False,False
1664,Pavona (submassive),https://coralnet.ucsd.edu/label/3413/,Hard coral,58,Pav_sub,False,,True,False
1665,Pavona varians,https://coralnet.ucsd.edu/label/442/,Hard coral,77,PavVar,False,,True,False
1666,Pavona varians algal overgrowth,https://coralnet.ucsd.edu/label/2197/,Hard coral,0,Pavvar AO,False,,False,False
1667,Pavona varians bleached,https://coralnet.ucsd.edu/label/2194/,Hard coral,64,Pavvar BL,False,,False,False
1668,Pavona varians tissue loss,https://coralnet.ucsd.edu/label/2195/,Hard coral,0,Pavvar TL,False,,False,False
1669,Pavona varians trematodiasis,https://coralnet.ucsd.edu/label/2196/,Hard coral,0,Pavvar TR,False,,False,False
1670,Pavona varians_venosa,https://coralnet.ucsd.edu/label/1948/,Hard coral,41,Pav_v_v,False,,False,False
1671,Pavona varians with star predation,https://coralnet.ucsd.edu/label/7206/,Hard coral,0,PVAR_STAR,False,,False,False
1672,Pavona venosa,https://coralnet.ucsd.edu/label/3323/,Hard coral,63,PavVen,False,,True,False
1673,P. duerdeni,https://coralnet.ucsd.edu/label/2584/,Hard coral,25,PAV_Due,False,,False,False
1674,Pectinia,https://coralnet.ucsd.edu/label/196/,Hard coral,70,PEC,False,,False,False
1675,Pectinia alcicornis,https://coralnet.ucsd.edu/label/6546/,Hard coral,18,Pecalcicor,False,,False,False
1676,Pectinia_encrusting,https://coralnet.ucsd.edu/label/5305/,Hard coral,41,Pecenc,False,,False,False
1677,Pectinia lactuca,https://coralnet.ucsd.edu/label/6547/,Hard coral,26,Peclactuca,False,,False,False
1678,Pectinia_laminar,https://coralnet.ucsd.edu/label/6975/,Hard coral,0,Pec_la,False,,False,False
1679,Pectinia paeonia,https://coralnet.ucsd.edu/label/6548/,Hard coral,18,Pecpaeonia,False,,False,False
1680,Pectinia - Submassive,https://coralnet.ucsd.edu/label/5849/,Hard coral,9,Pecsub,False,,False,False
1681,Pectiniid - Unidentified Plating,https://coralnet.ucsd.edu/label/195/,Hard coral,44,PEC-UP,False,,False,False
1682,Phyllangia,https://coralnet.ucsd.edu/label/6060/,Hard coral,42,PHYSPP,False,,False,False
1683,Phyllangia americana,https://coralnet.ucsd.edu/label/2150/,Hard coral,43,Phymerica,False,,False,False
1684,Phyllangia mouchezii,https://coralnet.ucsd.edu/label/2120/,Hard coral,39,phyl,False,,False,False
1685,Phymastrea,https://coralnet.ucsd.edu/label/1612/,Hard coral,70,Phyma,False,,True,True
1686,Phymastrea spp._bleached,https://coralnet.ucsd.edu/label/5858/,Hard coral,21,PHYM_BL,False,,False,False
1687,Physogyra,https://coralnet.ucsd.edu/label/594/,Hard coral,73,Phys,False,,False,False
1688,Physogyra lichtensteini,https://coralnet.ucsd.edu/label/6559/,Hard coral,18,Phylichten,False,,False,False
1689,Physogyra_massive,https://coralnet.ucsd.edu/label/6976/,Hard coral,0,Phy_mas,False,,False,False
1690,Physophyllia ayleni,https://coralnet.ucsd.edu/label/6549/,Hard coral,18,Phyayleni,False,,False,False
1691,Pic 1,https://coralnet.ucsd.edu/label/6265/,Hard coral,0,pic1,False,,False,False
1692,Pigmented Montipora capitata,https://coralnet.ucsd.edu/label/4514/,Hard coral,52,MCAP_Pig,False,,False,False
1693,Pigmented Porites Compressa,https://coralnet.ucsd.edu/label/4513/,Hard coral,58,PCOM_Pig,False,,False,False
1694,Plate 20-50cm,https://coralnet.ucsd.edu/label/5286/,Hard coral,0,Plate2050,False,,False,False
1695,Plate <20cm,https://coralnet.ucsd.edu/label/5285/,Hard coral,0,Plate20,False,,False,False
1696,Plate >50cm,https://coralnet.ucsd.edu/label/5287/,Hard coral,0,Plate50,False,,False,False
1697,Plating Coral,https://coralnet.ucsd.edu/label/3435/,Hard coral,64,PLATEC,False,,False,False
1698,Plating Coral bleached,https://coralnet.ucsd.edu/label/6172/,Hard coral,36,PCB,False,,False,False
1699,Platygyra,https://coralnet.ucsd.edu/label/116/,Hard coral,81,Platy,False,,True,True
1700,Platygyra 1,https://coralnet.ucsd.edu/label/165/,Hard coral,39,Plat1,False,,False,False
1701,Platygyra 2,https://coralnet.ucsd.edu/label/166/,Hard coral,0,Plat2,False,,False,False
1702,Platygyra acuta,https://coralnet.ucsd.edu/label/6550/,Hard coral,18,Plaacuta,False,,False,False
1703,Platygyra Bleached,https://coralnet.ucsd.edu/label/5899/,Hard coral,27,PLB,False,,False,False
1704,Platygyra carnosus,https://coralnet.ucsd.edu/label/6551/,Hard coral,17,Placarnosu,False,,False,False
1705,Platygyra contorta,https://coralnet.ucsd.edu/label/6552/,Hard coral,18,Placontort,False,,False,False
1706,Platygyra crosslandi,https://coralnet.ucsd.edu/label/2111/,Hard coral,39,PlCross,False,,False,False
1707,Platygyra daedalea,https://coralnet.ucsd.edu/label/1560/,Hard coral,69,PlDaed,False,,False,False
1708,Platygyra Dead,https://coralnet.ucsd.edu/label/5900/,Hard coral,50,PLD,False,,False,False
1709,Platygyra_encrusting,https://coralnet.ucsd.edu/label/4932/,Hard coral,55,plaenc,False,,False,False
1710,Platygyra Encrusting,https://coralnet.ucsd.edu/label/2341/,Hard coral,38,PlatEnc,False,,False,False
1711,Platygyra Healthy,https://coralnet.ucsd.edu/label/5897/,Hard coral,54,PLH,False,,False,False
1712,Platygyra lamellina,https://coralnet.ucsd.edu/label/1563/,Hard coral,63,PlLam,False,,False,False
1713,Platygyra_massive,https://coralnet.ucsd.edu/label/5084/,Hard coral,57,plamas,False,,False,False
1714,Platygyra Massive,https://coralnet.ucsd.edu/label/3376/,Hard coral,33,PlatMa,False,,False,False
1715,Platygyra Paling,https://coralnet.ucsd.edu/label/5898/,Hard coral,38,PLP,False,,False,False
1716,Platygyra pini,https://coralnet.ucsd.edu/label/4495/,Hard coral,61,PLApi,False,,False,False
1717,Platygyra ryukyuensis,https://coralnet.ucsd.edu/label/6553/,Hard coral,18,Plaryukyue,False,,False,False
1718,Platygyra ryukyuensis 1,https://coralnet.ucsd.edu/label/763/,Hard coral,63,Pryu,False,,False,False
1719,Platygyra sinensis,https://coralnet.ucsd.edu/label/2112/,Hard coral,58,PlSinen,False,,False,False
1720,Platygyra spp.,https://coralnet.ucsd.edu/label/1958/,Hard coral,45,Pla_spp,True,Duplicate of Platygyra,False,False
1721,Platygyra Sub-Massive,https://coralnet.ucsd.edu/label/2340/,Hard coral,45,PlatSM,False,,False,False
1722,Platygyra verweyi,https://coralnet.ucsd.edu/label/6554/,Hard coral,18,Plaverweyi,False,,False,False
1723,Plerogyra,https://coralnet.ucsd.edu/label/609/,Hard coral,70,Plero,False,,True,True
1724,Plerogyra_massive,https://coralnet.ucsd.edu/label/6977/,Hard coral,0,Ple_mas,False,,False,False
1725,Plerogyra sinuosa,https://coralnet.ucsd.edu/label/6560/,Hard coral,26,Plesinuosa,False,,False,False
1726,Plesiastrea,https://coralnet.ucsd.edu/label/1614/,Hard coral,68,Plesiastr,False,,True,False
1727,Plesiastrea_encrusting,https://coralnet.ucsd.edu/label/5499/,Hard coral,22,pleenc,False,,False,False
1728,Plesiastrea_massive,https://coralnet.ucsd.edu/label/6978/,Hard coral,0,Ples_mas,False,,False,False
1729,Plesiastrea versipora,https://coralnet.ucsd.edu/label/1559/,Hard coral,62,PlesVers,False,,True,False
1730,Pleuractis,https://coralnet.ucsd.edu/label/1613/,Hard coral,47,Pleur,False,,False,False
1731,Pleuractis granulosa,https://coralnet.ucsd.edu/label/6461/,Hard coral,23,Plegranulo,False,,False,False
1732,Pleuractis gravis,https://coralnet.ucsd.edu/label/6462/,Hard coral,18,Plegravis,False,,False,False
1733,Pleuractis_massive,https://coralnet.ucsd.edu/label/5087/,Hard coral,0,plemas,False,,False,False
1734,Pleuractis moluccensis,https://coralnet.ucsd.edu/label/6463/,Hard coral,20,Plemolucce,False,,False,False
1735,Pleuractis paumotensis,https://coralnet.ucsd.edu/label/6464/,Hard coral,18,Plepaumote,False,,False,False
1736,Pleuractis taiwanensis,https://coralnet.ucsd.edu/label/6465/,Hard coral,18,Pletaiwane,False,,False,False
1737,Pocillopora,https://coralnet.ucsd.edu/label/73/,Hard coral,85,Pocill,False,,True,True
1738,Pocillopora acuta,https://coralnet.ucsd.edu/label/6424/,Hard coral,23,Pocacuta,False,,False,False
1739,Pocillopora algal overgrowth,https://coralnet.ucsd.edu/label/7084/,Hard coral,0,PocAO,False,,False,False
1740,Pocillopora aliciae,https://coralnet.ucsd.edu/label/3515/,Hard coral,47,PocAli,False,,True,False
1741,Pocillopora ank_dan_ele_mea_set_ver,https://coralnet.ucsd.edu/label/1969/,Hard coral,42,Poc_ademsv,False,,False,False
1742,Pocillopora ankeli,https://coralnet.ucsd.edu/label/6425/,Hard coral,18,Pocankeli,False,,False,False
1743,Pocillopora (branching),https://coralnet.ucsd.edu/label/2347/,Hard coral,61,Poc_bran,False,,True,False
1744,Pocillopora_branching_closed,https://coralnet.ucsd.edu/label/6979/,Hard coral,37,Poc_b_c,False,,False,False
1745,Pocillopora_branching_open,https://coralnet.ucsd.edu/label/6980/,Hard coral,0,Poc_b_o,False,,False,False
1746,Pocillopora brevicornis,https://coralnet.ucsd.edu/label/6426/,Hard coral,18,Pocbrevico,False,,False,False
1747,Pocillopora_bushy,https://coralnet.ucsd.edu/label/5088/,Hard coral,56,pocbus,False,,False,False
1748,Pocillopora cauliflower,https://coralnet.ucsd.edu/label/2573/,Hard coral,50,POCI_CAU,False,,False,False
1749,Pocillopora damicornis,https://coralnet.ucsd.edu/label/448/,Hard coral,79,PocDam,False,,True,False
1750,Pocillopora elegans,https://coralnet.ucsd.edu/label/6223/,Hard coral,32,PocEle,False,,False,False
1751,Pocillopora eydouxi_woodjonesi,https://coralnet.ucsd.edu/label/1970/,Hard coral,43,Poc_e_w,False,,False,False
1752,Pocillopora fungiformis,https://coralnet.ucsd.edu/label/6427/,Hard coral,18,Pocfungifo,False,,False,False
1753,Pocillopora grandis,https://coralnet.ucsd.edu/label/6428/,Hard coral,23,Pocgrandis,False,,False,False
1754,Pocillopora grandis (eydouxi),https://coralnet.ucsd.edu/label/449/,Hard coral,77,PocGran,False,,True,False
1755,Pocillopora grandis with star predation,https://coralnet.ucsd.edu/label/7197/,Hard coral,0,PGRA_STAR,False,,False,False
1756,Pocillopora indiania,https://coralnet.ucsd.edu/label/6099/,Hard coral,0,POCI,False,,False,False
1757,Pocillopora kelleheri,https://coralnet.ucsd.edu/label/6429/,Hard coral,18,Pockellehe,False,,False,False
1758,Pocillopora ligulata,https://coralnet.ucsd.edu/label/420/,Hard coral,65,PocLig,False,,True,False
1759,Pocillopora meandrina,https://coralnet.ucsd.edu/label/450/,Hard coral,79,PocMea,False,,True,False
1760,Pocillopora meandrina algal overgrowth,https://coralnet.ucsd.edu/label/2198/,Hard coral,0,Pocmea AO,False,,False,False
1761,Pocillopora meandrina tissue loss,https://coralnet.ucsd.edu/label/2200/,Hard coral,51,Pocmea TL,False,,False,False
